Name,Website,Type,Parent Company,Country HQ,DT Only?,# DT deals in portfolio,Size of current DT fund(s),Date of current DT fund(s),Pre-seed,Seed,Series A,Series B+,Min ticket,Max ticket,Europe,Israel,USA,Canada,Asia,Worldwide,Other,Aerospace,AI/ML,Electronics,Industry 4.0 / Robotics,Energy,Materials,Healthtech,Biotech,Food & Ag,Cleantech,Mobility,Specific or additional focus,linkedin-private-codex,linkedin-private-claude
Solari Capital,https://www.solaricap.com/,VC,,USA,Yes,,$100M,Dec 2024,,,,,,,,,X,,,,,,,,,,,X,X,X,,,,,
Solid Ventures,https://www.solidventures.nl/,VC,,Netherlands,No,,$17M,"Jan , 2014",,,,x,,,Netherlands,,,,,,,,x,,x,x,x,,,,x,x,Digital and smart city,"https://www.linkedin.com/in/deblom, https://www.linkedin.com/in/felipesantamariap, https://www.linkedin.com/in/florisvanalkemade, https://www.linkedin.com/in/isolde, https://www.linkedin.com/in/robertwilhelm, https://www.linkedin.com/in/roelantvanherwaarden",
Solvay Ventures,https://www.solvay.com/en/innovation/solvay-ventures,CVC,Solvay,Belgium,Yes,5+,$100M,Evergreen,,x,x,x,,,x,x,x,x,x,x,,x,x,,x,x,x,,x,x,x,x,"Advanced materials with links to Sustainable Resources, Digital Tools, Energy Transition, Wellbeing & Health",,
Sony Innovation Fund,http://www.sonyinnovationfund.com/,CVC,Sony,Japan,No,5+,$204M,"Jan , 2023",,x,x,x,,,x,x,x,,Japan,,,,x,,x,,,x,,x,,x,,,
SORA Ventures,http://www.sora.vc/,VC,,Hong Kong,No,,--,--,,x,,,,,,,,,x,,,,x,,,,,,,,,,"Blockchain, Digital assets",,
SOSV,www.sosv.com,Accelerator,,USA,Yes,300+,$100M,"Jun , 2021",x,x,x,,,,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,,,
SOSV,https://www.hax.co,Accelerator,SOSV,USA,Yes,250+,$306M,"Apr , 2024",x,x,x,,$250K,,,x,x,x,x,x,,x,,x,x,x,x,x,,x,x,x,,,
SOSV - IndieBio,http://indiebio.co,Accelerator,SOSV,USA,Yes,150+,$25M,"Jul , 2018",x,x,,,$250K,,x,x,x,x,x,x,,,,,,x,x,x,x,x,x,,,https://www.linkedin.com/in/parikshit-sharma-indiebio,https://www.linkedin.com/in/parikshit-sharma-indiebio
SP Ventures,https://www.spventures.com.br/,VC,,Brazil,No,10+,--,--,,x,x,,,,,,,,,,Latin America,,,,,,,,,x,,,Companies that improve efficiency in the Farm to Fork Value Chain,,
SP Ventures,https://www.spventures.com.br/,VC,,Brazil,No,,--,--,,x,x,,$1M,,,,,,,Latam,,,,,,x,,,x,x,x,,,,
Space Angels,https://www.spaceangels.com/venture-fund,VC,,USA,Yes,20+,Evergreen $25M,"Nov , 2017",x,x,x,,$150K,$5M,x,x,x,x,x,x,,x,,x,x,,,,,,,,,,
Space Capital,https://www.spacecapital.com/,VC,,USA,No,5+,$16M,"Jan , 2018",x,x,x,,$500K,$1.5M,x,x,x,x,x,x,,x,,x,x,,,,,,,,,"https://www.linkedin.com/in/aaronzeeb, https://www.linkedin.com/in/chadson, https://www.linkedin.com/in/dirk-robinson-a8770a1, https://www.linkedin.com/in/jonny-dyer-1870085, https://www.linkedin.com/in/justuskilian, https://www.linkedin.com/in/nathan-kundtz-b2605726, https://www.linkedin.com/in/thomas-whayne-44079a4, https://www.linkedin.com/in/tom-ingersoll-6382b11",
Space VC,https://www.spacevc.com/connect,VC,,USA,Yes,15+,€20M,"May , 2024",x,x,x,,$500K,$1M,x,x,x,,x,x,,x,x,x,x,,x,,,,,,,,
SpaceFund,https://spacefund.com/,VC,,USA,Yes,3,--,--,,x,x,,,,,,x,,,,,x,,,,,,,,,,,,"https://www.linkedin.com/in/dan-schatzman-23345570, https://www.linkedin.com/in/jaime-velasco, https://www.linkedin.com/in/jordan-hildebrant-920353190, https://www.linkedin.com/in/leo-womack-a323b88, https://www.linkedin.com/in/leoarodriguez, https://www.linkedin.com/in/meagan",
Spark Capital,https://www.sparkcapital.com/team,VC,,USA,No,,$400M,"Feb , 2019",x,x,x,x,,,x,x,x,x,x,x,,,x,,x,,,x,,,x,,"Consumer, Commerce, Fintech, SaaS, Media","https://www.linkedin.com/in/bijansabet, https://www.linkedin.com/in/finkelsteinalex","https://www.linkedin.com/in/bijansabet, https://www.linkedin.com/in/finkelsteinalex"
SparkLabs Global Ventures,http://www.sparklabsglobal.com/,VC,,USA,No,,--,--,x,x,,,,,x,x,x,x,x,x,,,x,,x,,,x,,x,,,"SaaS, Consumer, Enterprise",,
Speciale Invest,https://www.specialeinvest.com/,VC,,India,Yes,15+,$72M,Aug 2025,x,x,x,,$100K,$2M,,,,,India,,,x,x,x,x,x,x,x,x,,x,x,"Hardware, enterprise, clean energy (carbon related)",,
Specialist VC,https://www.specialist.vc/,VC,,Estonia,No,"Jan , 1900",€50M,"Feb , 2022",,x,x,,€250K,€3M,"Central Europe, Baltics",,,,,,"Estonia, Latvia, Lithuania, Finland, Ukraine, and Belarus",,x,,x,x,,,,x,,x,,,
SpeedInvest,https://speedinvest.com/,VC,,Austria,No,20+,€350M,"Feb , 2024",x,x,,,€600K,€2.5M,x,,,,,,,x,x,x,x,x,x,x,x,x,x,x,"Deep tech, health, fintech, SaaS","https://www.linkedin.com/in/oliverholle, https://www.linkedin.com/in/andrea-bernau-35a1a459, https://www.linkedin.com/in/jeroenvanacker, https://www.linkedin.com/in/deepalinarian, https://www.linkedin.com/in/tomfilipleschek","https://www.linkedin.com/in/oliverholle, https://www.linkedin.com/in/andrea-bernau-35a1a459, https://www.linkedin.com/in/jeroenvanacker, https://www.linkedin.com/in/deepalinarian, https://www.linkedin.com/in/tomfilipleschek"
SpeedUP,https://speedupgroup.com/en/,VC,,Poland,No,,PLN100M,"Sep , 2018",x,x,,,€200K,€5M,x,,,,,,,,x,x,x,x,,x,,,x,x,"SaaS, Consumer, Enterprise",,
Spero Ventures,https://spero.vc/,VC,,USA,No,,$100M,"Mar , 2018",,x,x,,$2M,$12M,x,,x,,x,,,,x,x,x,x,,x,,x,,x,Wellness,"https://www.linkedin.com/in/andrewparker, https://www.linkedin.com/in/marctarpenning, https://www.linkedin.com/in/nolan-shah, https://www.linkedin.com/in/saraeshelman, https://www.linkedin.com/in/shripriya, https://www.linkedin.com/in/stephen-wemple-a9168a64",
SphitiCap,https://www.sphiticap.com/,VC,,India,No,,$500M,"Oct , 2022",x,x,x,,,,,,,,India,,,x,x,x,x,x,x,,,x,x,x,,,
Spring Lane Capital,https://springlanecapital.com/,Project Capital,,USA,No,"Jan , 1900",$151M,"Nov , 2021",,x,x,x,,,,,x,,,,,,,,,x,,,x,x,x,x,,,
SquareOne,https://squareone.vc/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SR One,http://srone.com/,CVC,GSK,UK,Yes,60+,$600M,"March,2023",,x,x,x,,,x,x,x,,,,,,,,,,,x,x,,,,,,
Stacked Capital,http://www.stacked.capital/,VC,,USA,No,,--,--,,x,,,,,,,x,x,,,,,x,,x,,,,,,,,"Enterprise, Social, Fintech","https://www.linkedin.com/in/ahillelt, https://www.linkedin.com/in/josefburstein, https://www.linkedin.com/in/mirzaliev",
StageOne Ventures,https://stageonevc.com/,VC,,Israel,Yes,20+,$110M,Sep. 2017,,x,x,,$500K,$2M,x,x,x,,,,,,x,,x,,,,,,,x,"Security, Enterprise, SaaS, Telecoms",,
Stanford StartX Fund,https://startx.com/,VC,,USA,No,,--,--,,x,x,x,,,,,x,,,,,,x,x,x,x,,x,x,x,x,,,,
Starbridge Venture Capital,http://www.starbridgevc.com/,VC,,USA,Yes,5+,$1.6M,"Apr , 2018",x,x,x,x,,,x,x,x,x,x,x,,x,,,x,x,x,,,,,,,,
Starlight Ventures,https://www.starlight.vc/index.html,VC,,USA,Yes,20+,--,--,,x,x,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Starquest Capital,http://www.starquest-capital.com/,VC,,France,No,,€100M,--,,x,x,x,€1M,€10M,x,,,,,,,,x,,x,x,x,,,,x,x,,"https://www.linkedin.com/in/alix-de-barjac-aa2091112, https://www.linkedin.com/in/anne-fran%C3%A7oise-c%C3%B4te-75078437, https://www.linkedin.com/in/arnaud-delattre-50aa8, https://www.linkedin.com/in/chlo%C3%A9-cohen-aknine-821977b0, https://www.linkedin.com/in/chlo%C3%A9-voillot-461094b3, https://www.linkedin.com/in/emmanuel-gaud%C3%A9-40232327, https://www.linkedin.com/in/harold-dumeurger-5143b945, https://www.linkedin.com/in/isabelle-goujon-9b274352, https://www.linkedin.com/in/louisgrosset, https://www.linkedin.com/in/myriam-kebbati-5a2538222, https://www.linkedin.com/in/nicolas-becque-aa9001111, https://www.linkedin.com/in/olga-koulechova-1ab20349, https://www.linkedin.com/in/quentinsimon",
Starshot Capital,starshotcapital.com,VC,,USA,Yes,5+,$35M,"May , 2024",,x,,,,,,,x,,,,,,,,,x,x,,,x,x,,Climate tech fund,,
StartGreen Capital,https://www.startgreen.nl/nl/,VC,,Netherlands,No,,€85M,"Apr , 2014",,,x,x,,,x,,,,,,,,,,,x,,,,,x,,,,
StartupHealth,https://www.startuphealth.com/,VC,,USA,Yes,325+,$31M,"Sep , 2019",x,x,x,,$20K,,x,x,x,x,x,x,,,,,,,,x,,,,,,"https://www.linkedin.com/in/aishwarya-sukumar, https://www.linkedin.com/in/alberttzeelmd, https://www.linkedin.com/in/ambassador-shabazz-a3941210, https://www.linkedin.com/in/amritakimmigrewal, https://www.linkedin.com/in/bari-krein-9a147aa0, https://www.linkedin.com/in/charlesdhenderson, https://www.linkedin.com/in/claudia-graham-8b410415b, https://www.linkedin.com/in/craig-ritchie-24b56551, https://www.linkedin.com/in/davidweingard, https://www.linkedin.com/in/drbobgabbay, https://www.linkedin.com/in/elizabeth-a-dale, https://www.linkedin.com/in/estherdyson, https://www.linkedin.com/in/gloriacaulfield, https://www.linkedin.com/in/ira-brind-9427263, https://www.linkedin.com/in/jameyedwards, https://www.linkedin.com/in/jennifershankin, https://www.linkedin.com/in/jon-miller-209406156, https://www.linkedin.com/in/joshua-cherry-seto, https://www.linkedin.com/in/katyahancock, https://www.linkedin.com/in/kevin-cammack-773834, https://www.linkedin.com/in/lauren-schafer, https://www.linkedin.com/in/loganplaster, https://www.linkedin.com/in/marielotto, https://www.linkedin.com/in/meryl-comer-a628581b, https://www.linkedin.com/in/nickturkalmd, https://www.linkedin.com/in/nicole-kinsey-30705514, https://www.linkedin.com/in/peter-kash-a8736b14, https://www.linkedin.com/in/phylferrell, https://www.linkedin.com/in/phyllis-ferrell, https://www.linkedin.com/in/riccomendes, https://www.linkedin.com/in/robert-belsky, https://www.linkedin.com/in/robertoringer, https://www.linkedin.com/in/rogerjansenphd, https://www.linkedin.com/in/sean-sullivan-4044a79, https://www.linkedin.com/in/shirleybergin, https://www.linkedin.com/in/stevenkrein, https://www.linkedin.com/in/stewartjeffrey, https://www.linkedin.com/in/sue-siegel, https://www.linkedin.com/in/toby-cosgrove-76094158, https://www.linkedin.com/in/unitystoakes",
Starvest Partners,https://starvestpartners.com/,VC,,USA,No,,$245M,"Jan , 2009",,x,x,x,,,x,,x,,,,,,x,,,,,,,,,,"SaaS, Data & Analytics, E-commerce",,
State of Mind Ventures,https://somv.com/contact,VC,,Israel,No,,€67.5M,May. 2016,,x,x,,,,,x,,,,,,,x,x,x,,,,,,,,,,
Steelhead Ventures,http://www.steelheadvc.com/,VC,,USA,No,,--,--,,x,x,,,,,,x,,,,,,x,,x,,,,,,,,"SaaS, Consumer, Enterprise",,
Stellantis Ventures,https://stellantis.ventures/,CVC,Stellantis,Netherlands,No,,€300M,"Mar , 2022",,x,x,x,,,x,,,,,,,,x,x,x,x,x,,,,x,x,"Autonomous driving, connectivity, advanced software, advanced manufacturing, supply chain, sales, fintech, virtual reality, and NFTs",,
STIC Ventures,https://www.sticventures.co.kr/kor/main/,VC,,South Korea,No,,€127M,Jul 2025,,,,x,,,,,,,,,South Korea,x,x,x,x,x,x,x,x,,x,x,"Quantum, nuclear",,
STOAF,https://stoaf.se/,BA,,Sweden,Yes,10+,--,--,x,x,,,,,Nordics,,,,,,,,x,x,x,,,x,x,,,,,,
Story Ventures,https://storyventures.vc/,VC,,USA,No,5+,$25M,--,,x,x,x,,,,,x,,,,,,x,,x,,,x,,,,x,"Autonomous vehicles, Data infrastructure, Intelligent Software","https://www.linkedin.com/in/jake-yormak-b8232756, https://www.linkedin.com/in/brian-yormak-4a161630, https://www.linkedin.com/in/gagan-s-chawla-a2753a2a, https://www.linkedin.com/in/jenna-witten-70222010, https://www.linkedin.com/in/weronikastefanczyk",
Stout Street Capital,https://stoutstreetcapital.com/,VC,,USA,No,5+,$10M,"Jul , 2018",,x,,,,,,,x,x,,,,,x,,x,,x,x,,,,,,,
Strategic Cyber Ventures,https://scvgroup.com/,VC,,USA,No,,$100M,--,x,x,x,x,,,,,x,,,,,,x,,,,,,,,,,Cybersecurity,,
Stray Dog Capital,https://straydogcapital.com/,VC,,USA,Yes,30+,,,,x,x,,,,x,x,x,x,x,x,,,,,,,,,x,x,,,,,
Streamlined Ventures,http://streamlined.vc/,VC,,USA,No,,$35M,"Jan , 2021",,x,x,,,,,,x,,,,,,x,,x,,,,,,,x,"Data Analytics, AI/ML, Autonomous Vehicles, AR/VR, Quantum Computing, Robotics, Blockchain",,
Stride,https://stride.vc,VC,,UK,No,--,£150M,"May , 2021",x,x,x,x,,,x,,,,,,,,x,,,,,,,,,,,,
String Ventures,http://string.ventures/,VC,,USA,No,,--,--,,x,,,,,x,,,,,,,,x,,x,,,x,,,,,,,
STRIVE,https://strive.vc/en/,VC,,Japan,No,,$130M,"May , 2019",x,x,x,,,,,,,,x,,,,x,,,,,,,,,,"Internet, Mobile",,
StrongHer Ventures,https://www.strongher.vc/,VC,,USA,No,,$100M,"Mar , 2022",x,x,x,,,$2M,UK,,x,,India,,,,,,,,,x,,,,,"Fintech, Future of Work, Consumer",,
Structure Capital,https://structure.vc/,VC,,USA,No,,--,--,,x,x,x,,,x,,x,,,,,,x,,,x,,,,x,x,x,All related to zero waste,,
Suez Ventures,https://www.suez.com/en/Who-we-are/Innovating-for-the-future/SUEZ-Ventures,CVC,Suez,France,No,,€50M,"Mar , 2020",,x,x,,€500K,€2M,x,,,,,,,,,,,x,,,,,x,,,,
Sugar Free Capital,https://www.sugarfreecapital.com/,VC,,USA,No,,$32M,"Oct , 2025",,x,x,,,,,,x,,,,,,x,,x,x,,,,,x,,,,
Summa Equity,http://summaequity.com/,VC,,Sweden,No,5+,€2.3B,"Jan , 2022",,,x,x,,,,,,,,,,,x,,x,,,x,x,,,,,,
Summit Partners,https://www.summitpartners.com/,VC,,USA,No,,$4.9B,"Mar , 2019",,,,x,$10M,$500M,x,x,x,x,x,x,,,x,x,x,,,x,,,,x,,,
Sunfish Partners,www.sunfish.vc,VC,,Poland,Yes,"Jan , 1900",€20M,"Aug , 2024",x,x,,,€100K,€500K,CEE,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Sunrise Fund,https://thriveagrifood.com/sunrise-fund/,CVC,SVG Ventures & Kagome,USA,Yes,,$50M,"Oct, 2024",X,X,X,,$500K,$1M,X,X,X,X,X,X,,,,,,,,,,X,,,No Investments Disclosed yet,,
Sunstone,https://www.sunstone.eu/,VC,,Denmark,Yes,10+,€80M,Feb. 2019,,x,x,x,,,x,,,,,,,,,,,,,x,x,,,,Drug development only,,
Sunstone Partners,https://www.sunstonepartners.com/,VC,,USA,No,,$475M,Oct. 2019,,x,x,x,,,,,x,,,,,,x,x,,,,x,,,,,"Cloud, Cybersecurity, Marketing",,
Super Hero Capital,https://www.superherocapital.com/,VC,,Finland,No,,€30M,"Sep , 2020",,x,,,$200K,$500K,x,,,,,,,,x,,,,,,,,,,Fintech,"https://www.linkedin.com/in/audrius-milukas, https://www.linkedin.com/in/gytenis, https://www.linkedin.com/in/ivoremmelg, https://www.linkedin.com/in/jakob-stor%C3%A5-8588982, https://www.linkedin.com/in/juharuohonen, https://www.linkedin.com/in/jussi-py%C3%B6rre-5a11571, https://www.linkedin.com/in/mia-eklund-304b7058, https://www.linkedin.com/in/milaknyte",
Super Ventures,http://www.superventures.com/,VC,,USA,No,,$10M,"Feb , 2016",x,x,,,,,x,x,x,x,x,x,,,x,,,,,,,,,,"AR/VR, IoT",,
Supernova Invest,https://supernovainvest.com/,VC,,France,Yes,60+,€60M,"Nov , 2023",,x,x,x,,,x,,,,,,,,x,,x,x,,,x,x,x,x,,,
Supernova Invest,https://supernovainvest.com/,VC,,France,Yes,60+,€145M,"Nov , 2021",,x,x,x,€500K,€5M,x,,,,,,,x,x,x,x,x,x,x,x,x,x,x,,,
Supernova Invest,https://www.supernovainvest.com,VC,,France,Yes,80+,€530M,"Jul , 1905",,X,X,X,€2M,€10M,X,X,,,,,,X,X,X,X,X,X,X,,X,X,X,,,
Supply Chain Ventures,https://supplychainventure.com/,VC,,USA,No,3,--,--,x,x,x,,,,x,,x,x,,,,,x,,,,x,,,x,,,,,
Susa Ventures,http://www.susaventures.com/,VC,,USA,No,,$140M,"Jul , 2019",,x,x,x,,,x,x,x,x,x,x,,,x,,x,,x,x,x,x,,x,,"https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/misha-gordonrowe, https://www.linkedin.com/in/pratyush-buddiga-9238b4156, https://www.linkedin.com/in/sethgberman, https://www.linkedin.com/in/shaheer-sandhu","https://www.linkedin.com/in/chadabyers, https://www.linkedin.com/in/courtney-buie-lipkin-5690406b, https://www.linkedin.com/in/derickenwezoh, https://www.linkedin.com/in/lpolovets, https://www.linkedin.com/in/misha-gordonrowe"
Sustainable Food Ventures,https://www.sustainablefoodventures.com/,VC,,USA,No,10+,--,--,x,x,,,,,x,x,x,x,x,x,,,,,,,,,,x,,,"Cell-based, recombinant, plant-based food innovation",,
Sustainable Ventures,https://www.sustainableventures.co.uk/investment,Accelerator,,UK,No,"Jan , 1900",,,,x,,,,£150K,UK,,,,,,,,,,,x,,,,x,x,x,"Construction, Circular Economy",,
Suzano Ventures,https://www.suzano.com.br/inovacao/inovacao-aberta/suzano-ventures,VC,Suzano,Brazil,No,,$70M,"Jun , 2022",x,x,x,,,,,,,,,,Latam,,,,,,x,,,x,,,"Pulp biomass and packaging related, agroforestry",,
SV Health Investors,https://svhealthinvestors.com,VC,,USA,No,250+,$3B,"Sep , 2019",,x,x,x,,,UK,,x,,,,,,,,,,,x,x,,,,,,
SV Latam Capital,https://www.svlatamcap.com/,VC,,USA,No,3+,$22M,"Jun , 2021",x,x,,,$250K,$2M,x,x,x,x,x,x,Leans Latin America,x,x,x,,x,x,x,x,x,x,,,,
SV Tech Ventures,http://www.svtechventures.com/,VC,,USA,No,,$23.2M,"Sep , 2019",,,x,x,,,x,x,x,x,x,x,,,x,,,,,x,x,,,,"Hardware, BioTech, MedTech, IoT, AI/ML, AR/VR, HealthTech",,
SweetCapital,https://sweetcapital.com/,VC,,USA,No,,--,--,,x,x,,,,x,,x,,,,,,x,,x,,,x,,x,,,Consumer-tech and mobile,,
Sweetwood Ventures,https://www.sweetwoodcapital.com,VC,,Israel,,,$70M,"Apr , 2020",,,,,,,,x,,,,,,,,,,,,,,,,,,,
Syncona,https://www.synconaltd.com/,VC,,UK,Yes,5+,£1.5B,"Jun , 2018",,x,x,x,,,x,,,,,,,,,,,,,x,x,,,,,,
Syndicate 708,https://www.syndicate708.com,VC,,USA,Yes,10+,evergreen,--,x,,,,$250K,$750K,,,x,,,,,x,x,,x,x,x,,,,x,,,,
Synergy Ventures,http://www.synergyventures.net/,VC,,USA,Yes,10+,--,--,,x,x,x,,,,,x,,,,,,,,,,,x,,,,,,,
Synthesis Capital,https://synthesis.capital,VC,,UK,Yes,,$300M,"May , 2022",,x,x,x,,,x,x,x,,,,,,,,,,,,x,x,,,Future of food,,
Systemiq Capital,https://www.systemiqcapital.earth,VC,,UK,No,5+,$70M,"Jul, 2022",,x,x,x,,,x,,,,,,,,,,,x,x,,,x,x,x,Climate Intelligence & Finance,,
T. Rowe Price,https://www.troweprice.com/corporate/us/en/home.html,VC,,USA,No,150+,,,,,x,x,,,x,,x,,x,,,,x,,,,,,x,,x,x,,,
TA Ventures,https://taventures.vc/,VC,,Ukraine,No,,--,--,,x,x,,,,x,x,x,x,x,x,,,,,x,,,x,,,,x,Enterprise,"https://www.linkedin.com/in/andrew-verbitsky, https://www.linkedin.com/in/borys-budonyi, https://www.linkedin.com/in/colin-mcswiggen-89982322b, https://www.linkedin.com/in/igor-buchatskiy-54217a, https://www.linkedin.com/in/olegmalenkov, https://www.linkedin.com/in/richard-armstrong-0a20711b0, https://www.linkedin.com/in/stepannaumov, https://www.linkedin.com/in/sviatoslav-henyk-827867105, https://www.linkedin.com/in/viktoriyatigipko",
Tablomonto Ventures,https://tablomonto.com/,VC,,Netherlands,No,,--,--,,x,,,,,x,,,,,,,,,,x,,,x,,,,,"B2B, B2C",,
Takeda Ventures,https://www.takeda.com/what-we-do/research-and-development/rd-partnering/center-for-external-innovation/takeda-ventures/,CVC,Takeda,USA,No,50+,--,--,,x,x,x,,,x,,x,,,,,,,,,,,x,x,,,,"Life science only (Oncology, Gastroenterology, Neuroscience, and Rare Disease)",,
Talis Capital,https://www.taliscapital.com,VC,,UK,No,,$100M,"Jun , 2019",,x,x,x,$1M,$10M,x,,x,,x,,,,x,,x,,,x,,x,,,Software technologies,,
Tallgrass Ventures,https://www.tallgrass.vc/portfolio,VC,,Canada,No,6+,$32M,"Sep , 2024",x,x,,,,,x,x,x,x,x,x,,,,,,,,,,x,,,,,
Tamarack Global,https://www.tamarackglobal.com/,VC,,USA,No,,$72M,"Oct, 2024",X,X,X,,,,,,X,,,,,X,,X,X,X,,X,X,,X,X,,,
Tamarisc Ventures,https://www.tamarisc.vc/,VC,,USA,No,,--,--,x,x,,,,,,,x,x,,,,,x,,,,,x,,,,,"Real estate, tech",,
TandemLaunch,https://www.tandemlaunch.com/fr/,VC,,Canada,Yes,20+,$30M,"Nov , 2019",,x,,,,,x,,x,x,,,,,x,x,x,,,,,,,,Student innovations,"https://www.linkedin.com/in/alexandra-buchok-397a63236, https://www.linkedin.com/in/ali-oubair-695625179, https://www.linkedin.com/in/baljyot-parmar-b16160bb, https://www.linkedin.com/in/claire-harquet, https://www.linkedin.com/in/eleonora-vella-74a03257, https://www.linkedin.com/in/emilie-boutros-03493740, https://www.linkedin.com/in/helgeseetzen, https://www.linkedin.com/in/imadtabet, https://www.linkedin.com/in/kamel-yousri-amrouche, https://www.linkedin.com/in/kathleen-mcgarvey-9a066727, https://www.linkedin.com/in/marko-gojgic-1bb75ab9, https://www.linkedin.com/in/martin-girard, https://www.linkedin.com/in/nguyentonyn, https://www.linkedin.com/in/nmailhot, https://www.linkedin.com/in/omarzahr, https://www.linkedin.com/in/sevan-stamboulian-0a371b226, https://www.linkedin.com/in/viththiyamahen",
Target Global,https://www.targetglobal.vc/,VC,,Germany,No,,$120M,"Feb , 2020",,x,x,,,,x,x,x,x,x,x,,,x,,x,,,x,,,,,Digital tech,"https://www.linkedin.com/in/yaron-valler-70620b, https://www.linkedin.com/in/mike-lobanov-2b9261b",https://www.linkedin.com/in/mike-lobanov-2b9261b
Target partners,https://www.targetpartners.de/,VC,,Germany,Yes,30+,€68.2M,"Jan , 2014",,x,x,x,,,x,,x,,,,,,x,x,x,x,x,x,x,x,x,x,,,
Tata Capital Innovation Fund,https://www.tatacapital.com/private-equity/if_overview.html,CVC,Tata,India,No,,--,--,,x,x,,,,,,,,India,,,,x,x,x,x,x,x,x,x,x,x,,,
Tau Ventures,https://www.tauventures.com/,VC,,USA,No,15+,--,--,,x,x,,,,,,x,x,,,,,x,,x,,,x,,,,x,"AI/ML, General Software, HealthTech, Drones, Robotics, Autonomous Vehicles, Enterprise, FinTech, Cybersecurity",,
TDF Ventures,http://www.tdfventures.com/,VC,,USA,Yes,40+,$150M,--,,x,x,,$500K,$5M,,,x,,,,,,x,x,x,x,,,,,x,x,"SaaS, IaaS, XaaS",,
TDJ Pitango Ventures,https://tdjpitango.com/,VC,,Poland,No,,--,--,,x,x,,,,x,x,,,,,,,x,,x,,x,x,,,,,,,
TDK Ventures,https://www.tdk-ventures.com/,CVC,TDK Corporations,USA,Yes,15+,$150M,"May , 2023",,x,x,x,$250K,$5M,x,,x,,,,,,,,x,x,x,,,,x,x,Energy and materials science,,
Team ABC,https://www.teamabc.vc,VC,,Ireland,No,,€30M,,X,X,,,€50K,€1M,,,,,,X,,X,,,,X,,,,,X,X,,,
Team8,https://team8.vc/,VC,,US,No,,€92.5M,Jun. 2020,,x,x,x,,,,,x,,,,,,x,,,,,,,,,,,,
Tech Energy Ventures,http://techenergyventures.com/en/about-us/,CVC,Techint Group,USA,Yes,,--,--,x,x,x,x,,,x,,x,,,,,,,,x,x,,,,,x,,"Hydrogen, Clean Fuels, CCUS, Lithium, Electrification",,
TechNexus VC,https://www.technexus.com/,VC,,USA,No,,--,--,,x,x,,,,x,x,x,x,x,x,,x,x,x,x,x,,x,,,x,x,,"https://www.linkedin.com/in/andrew-wolohan-6792077, https://www.linkedin.com/in/andrew\u002Dwolohan\u002D6792077, https://www.linkedin.com/in/andrewjhoch, https://www.linkedin.com/in/andrewloulousis, https://www.linkedin.com/in/annacone, https://www.linkedin.com/in/ariana-castro-a778b7266, https://www.linkedin.com/in/ariana\u002Dcastro\u002Da778b7266, https://www.linkedin.com/in/chris-kilpatrick-709189213, https://www.linkedin.com/in/chris\u002Dkilpatrick\u002D709189213, https://www.linkedin.com/in/fredhoch, https://www.linkedin.com/in/indira-gallo-04b65757, https://www.linkedin.com/in/indira\u002Dgallo\u002D04b65757, https://www.linkedin.com/in/jim-dallke-a8532a49, https://www.linkedin.com/in/jim\u002Ddallke\u002Da8532a49, https://www.linkedin.com/in/joey-alfieri-926187142, https://www.linkedin.com/in/joey\u002Dalfieri\u002D926187142, https://www.linkedin.com/in/josephlfontanaiv, https://www.linkedin.com/in/katiequinn3, https://www.linkedin.com/in/kayladusing, https://www.linkedin.com/in/kevin-warns-41a9aa178, https://www.linkedin.com/in/kevin\u002Dwarns\u002D41a9aa178, https://www.linkedin.com/in/madelynrutter, https://www.linkedin.com/in/mattjmeyers, https://www.linkedin.com/in/paula-smith-quinn-981b50, https://www.linkedin.com/in/paula\u002Dsmith\u002Dquinn\u002D981b50, https://www.linkedin.com/in/relliedavis, https://www.linkedin.com/in/taylor-kinsella-3761b838, https://www.linkedin.com/in/taylor\u002Dkinsella\u002D3761b838, https://www.linkedin.com/in/terryhowerton",
Technofounders,http://technofounders.com/,Accelerator,,France,Yes,5+,€23.4M,Jul. 2019,,x,x,,,,France,,,,,,,,x,x,x,,,x,x,x,x,,,"https://www.linkedin.com/in/barbiernicolas, https://www.linkedin.com/in/gerard-thibault, https://www.linkedin.com/in/noemiepotdevin, https://www.linkedin.com/in/olivier-le-blainvaux, https://www.linkedin.com/in/paulin-dong-3191801b9, https://www.linkedin.com/in/pierre-le-blainvaux, https://www.linkedin.com/in/sebastienbalas, https://www.linkedin.com/in/sébastien-wuidart, https://www.linkedin.com/in/thomas-nicolas-0313a8171, https://www.linkedin.com/in/verena-kuhn-3b862839",
